Cell	Plate	Condition1	Condition2	Gene	logFC	logCPM	PValue
A	1	CTRL	ENT	HBB	-2.87630289827982	6.67629892227684	4.33582513445263e-53
A	1	CTRL	ENT	FABP4	-1.59374668886349	5.23482476329871	2.71400743448008e-15
A	1	CTRL	ENT	RBM3	0.773604087247439	7.84115570589756	9.17366999467725e-13
A	1	CTRL	ENT	S100A4	-0.658048003817084	9.65443804127683	2.42396500910849e-10
A	1	CTRL	ENT	CCL2	-0.752236593166707	7.57725488072345	2.41632004758523e-09
A	1	CTRL	ENT	CRYAB	-0.591547885239147	9.14632615947795	3.91813199515052e-08
A	1	CTRL	ENT	ITM2B	0.54970972810433	8.16014313995291	3.0993355636034e-07
A	1	CTRL	ENT	ID2	-0.61065121874377	8.02809161754115	3.51253392800582e-07
A	1	CTRL	ENT	MGP	-0.486307936364499	10.2043575136128	1.26442566624358e-06
A	1	CTRL	ENT	NTM	0.673033352870774	6.13478821643506	1.92650247778411e-06
A	1	CTRL	ENT	MT2A	0.469776030023649	9.07294893445649	2.16146531015564e-06
A	1	CTRL	ENT	LUM	-0.468299547899705	9.67072587059078	4.52825220635358e-06
A	1	CTRL	ENT	TMEM138	-0.786256107348206	5.5960871604953	8.9694151716865e-06
A	1	CTRL	ENT	DDIT3	0.477188624584672	7.76198675198844	2.04711642346775e-05
A	1	CTRL	ENT	IFITM1	-0.823826354215128	5.53933289341973	2.46402636099584e-05
A	1	CTRL	ENT	VCAM1	-1.0420376557135	5.00054214870678	2.66780728240566e-05
A	1	CTRL	ENT	HSPA8	-0.423345495090091	9.58533340616239	4.4586517048936e-05
A	1	CTRL	ENT	EFEMP1	-0.398780175702059	10.6935253471005	5.2287789570889e-05
A	1	CTRL	ENT	PSMB6	0.451097259228722	7.93019524297831	5.23964901098501e-05
A	1	CTRL	ENT	TBC1D22A	1.38426182083275	2.71980680039525	5.62550292009119e-05
A	1	CTRL	ENT	NIT1	-0.947499931213083	4.72635811799374	9.23635466309316e-05
A	1	CTRL	ENT	COL21A1	-0.809026065506412	5.02586940825498	9.31904791086651e-05
A	1	CTRL	ENT	IFITM2	-0.418950478786664	8.53509716382865	0.000118238495113532
A	1	CTRL	ENT	COL15A1	-0.641328400484191	6.1186563025256	0.000144852531787712
A	1	CTRL	ENT	S100A13	-0.401311979715127	8.6713562298537	0.000184372561509053
A	1	CTRL	ENT	CSRP2	-0.62400722166431	6.22349427571093	0.000205167594454353
A	1	CTRL	ENT	XPO1	-0.847127119629531	4.97697484781268	0.000208807054009446
A	1	CTRL	ENT	KPNA5	-2.5493518952526	2.49680536991052	0.000211480122886189
A	1	CTRL	ENT	PYCARD	-3.09160297649776	2.29466234496486	0.000232338480083495
A	1	CTRL	ENT	TMEM216	-0.753782734156498	4.97282709549851	0.000250499231326896
A	1	CTRL	ENT	GGT8P	1.42017523640504	2.47191147997837	0.000267482865486531
A	1	CTRL	ENT	FBLN1	-0.812708066705362	5.12328753100272	0.000292823532162529
A	1	CTRL	ENT	RGS3	-0.920701029165942	4.7127401547285	0.000321800311936157
A	1	CTRL	ENT	COMT	-0.437542644696257	8.09656763848548	0.000346020645781502
A	1	CTRL	ENT	SRSF7	-0.474922852535903	7.03857473685432	0.000421377041816808
A	1	CTRL	ENT	LDHA	0.320864388965726	11.2870998549039	0.000428941881888616
A	1	CTRL	ENT	ZSCAN32	-1.22225836609734	3.59308606672455	0.000434442927630839
A	1	CTRL	ENT	C1orf54	-0.59047787263335	5.52119752458411	0.000437992463787591
A	1	CTRL	ENT	DNMT1	-1.17105598409834	3.8816885767043	0.000455793096783371
A	1	CTRL	ENT	HSPA5	0.347479903898028	9.15537132771239	0.000457103927935205
